position,rank,name,lastName,uri,imageUri,worth,worthChange,age,source,industry,gender,country,title,timestamp,archivedWorth
175,175,Gianluigi & Rafaela Aponte,Aponte,gianluigi-rafaela-aponte,gianluigi-rafaela-aponte,7455.031,0,,shipping,Logistics,,Switzerland,,1448641501521,7900
176,176,August von Finck,von Finck,august-von-finck,august-von-finck,7438.873,38.855,85,investments,Investments,M,Germany,,1448641501521,7700
177,177,Eli Broad,Broad,eli-broad,eli-broad,7432.989,0.151,82,investments,Investments,M,United States,,1448641501521,7200
178,178,Richard Kinder,Kinder,richard-kinder,richard-kinder,7419.392,-39.811,71,pipelines,Energy,M,United States,"Chairman and CEO, Kinder Morgan",1448641501521,12000
179,179,Giorgio Armani,Armani,giorgio-armani,giorgio-armani,7412.849,14.455,81,Armani,Fashion and Retail,M,Italy,,1448641501521,7600
180,180,Johann Graf,Graf,johann-graf,johann-graf,7407.266,0,68,gambling,Gaming,M,Austria,,1448641501521,6600
181,181,Alexei Kuzmichev,Kuzmichev,alexei-kuzmichev,alexei-kuzmichev,7341.681,-22.76,53,"banking, telecom, retail",Energy,M,Russia,,1448641501521,7300
182,182,Silvio Berlusconi,Berlusconi,silvio-berlusconi,silvio-berlusconi,7322.044,83.511,79,media,Diversified,M,Italy,,1448641501521,7400
183,183,John Malone,Malone,john-malone,john-malone,7279.05,-2.244,74,cable television,Media,M,United States,,1448641501521,8300
184,184,Peter Woo,Woo,peter-woo,peter-woo,7272.922,-75.355,69,real estate,Real Estate,M,Hong Kong,,1448641501521,8600
185,185,Jay Y. Lee,Lee,jay-y-lee,jay-y-lee,7233.692,40.938,47,Samsung,Diversified,M,South Korea,"Vice Chair, Samsung Group",1448641501521,7200
186,186,Guo Guangchang,Guo,guo-guangchang,guo-guangchang,7198.409,-301.746,48,conglomerate,Diversified,M,China,,1448641501521,5700
187,187,Uday Kotak,Kotak,uday-kotak,uday-kotak,7157.735,168.29,56,banking,Finance,M,India,,1448641501521,7200
188,188,Margarita Louis-Dreyfus,Louis-Dreyfus,margarita-louis-dreyfus,margarita-louis-dreyfus,7075.267,0,52,commodities,Food and Beverage,F,Switzerland,"Chairman of Louis Dreyfus, Louis Dreyfus SAS",1448641501521,8400
189,189,Charles Cadogan,Cadogan,charles-cadogan,no-pic,7042.954,0,78,real estate,Real Estate,M,United Kingdom,,1448641501521,7200
190,190,Graeme Hart,Hart,graeme-hart,graeme-hart,7040.421,0,60,investments,Investments,M,New Zealand,,1448641501521,6900
191,191,Ken Griffin,Griffin,ken-griffin,ken-griffin,7030.885,0,47,hedge funds,Investments,M,United States,"Founder, Citadel LLC",1448641501521,6500
192,192,Gordon Moore,Moore,gordon-moore,gordon-moore,7023.21,16.648,86,Intel,Technology,M,United States,"Cofounder and Chairman Emeritus, Intel",1448641501521,6900
193,193,Chan Laiwa,Chan,chan-laiwa,chan-laiwa,7013.921,0,74,real estate,Real Estate,F,China,,1448641501521,6100
194,194,David Geffen,Geffen,david-geffen,david-geffen,7008.791,-2.25,72,entertainment,Media,M,United States,"Cofounder, DreamWorks Animation SKG Inc. (Cl A)",1448641501521,6900
195,195,Stephen Ross,Ross,stephen-ross,stephen-ross,6982.317,0,75,real estate,Real Estate,M,United States,,1448641501521,6500
196,196,Sandra Ortega Mera,Ortega Mera,sandra-ortega-mera,sandra-ortega-mera,6901.605,41.379,47,Zara,Fashion and Retail,F,Spain,,1448641501521,6300
197,197,Charles Schwab,Schwab,charles-schwab,charles-schwab,6879.293,-4.522,78,discount brokerage,Investments,M,United States,"Chairman and Founder, Charles Schwab",1448641501521,6400
198,198,Christoffel Wiese,Wiese,christoffel-wiese,christoffel-wiese,6872.349,-68.391,74,retailing,Fashion and Retail,M,South Africa,,1448641501521,6300
199,199,Reinhold Wuerth,Wuerth,reinhold-wuerth,reinhold-wuerth,6872.022,0,80,fasteners,Manufacturing,M,Germany,,1448641501521,6700
200,200,Jia Yueting,Jia,jia-yueting,jia-yueting,6870.294,-373.805,42,online video,Technology,M,China,,1448641501521,3200
201,201,Emmanuel Besnier,Besnier,emmanuel-besnier,emmanuel-besnier,6788.741,-15.326,45,cheese,Food and Beverage,M,France,,1448641501521,7100
202,202,Lui Che Woo,Lui,lui-che-woo,lui-che-woo,6761.974,-141.22,85,casinos,Gaming,M,Hong Kong,,1448641501521,13500
203,203,Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,6759.346,-134.181,43,internet media,Technology,M,China,,1448641501521,5800
204,204,David Duffield,Duffield,david-duffield,david-duffield,6754.261,-2.691,75,business software,Technology,M,United States,"Chairman and Cofounder, Workday",1448641501521,7400
205,205,Jean-Claude Decaux,Decaux,jean-claude-decaux,jean-claude-decaux,6705.724,70.955,77,advertising,Media,M,France,,1448641501521,6700
206,206,Jeffery Hildebrand,Hildebrand,jeffery-hildebrand,jeffery-hildebrand,6652.63,0,56,oil,Energy,M,United States,,1448641501521,4900
207,207,Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,6647.532,-56.734,88,paints,Manufacturing,M,Singapore,,1448641501521,6800
208,208,Gautam Adani,Adani,gautam-adani,gautam-adani,6638.916,33.464,53,"commodities, infrastructure",Diversified,M,India,,1448641501521,6600
209,209,Maria-Elisabeth Schaeffler,Schaeffler,maria-elisabeth-schaeffler,maria-elisabeth-schaeffler,6635.008,90.713,74,ball bearings,Manufacturing,F,Germany,,1448641501521,6700
210,210,Tsai Eng-Meng,Tsai,tsai-eng-meng,tsai-eng-meng,6609.679,-66.231,58,"food, beverages",Food and Beverage,M,Taiwan,,1448641501521,8900
211,211,Nicky Oppenheimer,Oppenheimer,nicky-oppenheimer,nicky-oppenheimer,6599.947,-6.439,70,diamonds,Metals & Mining,M,South Africa,,1448641501521,6700
212,212,Jim Pattison,Pattison,jim-pattison,jim-pattison,6598.507,5.626,87,diversified,Diversified,M,Canada,"Founder, Chairman and CEO, Jim Pattison Group",1448641501521,7500
213,213,Ralph Lauren,Lauren,ralph-lauren,ralph-lauren,6585.117,-53.809,76,Ralph Lauren,Fashion and Retail,M,United States,"Chairman and CEO, Ralph Lauren",1448641501521,7000
214,214,Wei Jianjun,Wei,wei-jianjun,wei-jianjun,6573.095,-635.291,51,automobiles,Automotive,M,China,,1448641501521,8900
215,215,Carrie Perrodo,Perrodo,carrie-perrodo,carrie-perrodo,6492.868,0,64,oil,Energy,F,France,,1448641501521,8800
216,216,Richard LeFrak,LeFrak,richard-lefrak,richard-lefrak,6480.511,0.135,70,real estate,Real Estate,M,United States,,1448641501521,6400
217,217,Denis O'Brien,O'Brien,denis-obrien,denis-obrien,6411.645,1.68,57,telecom,Telecom,M,Ireland,,1448641501521,6800
218,218,Charles Dolan,Dolan,charles-dolan,charles-dolan,6335.718,-20.385,89,cable television,Media,M,United States,"Chairman and Founder, Cablevision Systems Corp.",1448641501521,4300
219,219,Eduardo Saverin,Saverin,eduardo-saverin,eduardo-saverin,6335.649,-10.628,33,Facebook,Technology,M,Brazil,"Cofounder, Facebook",1448641501521,4800
220,219,Rinat Akhmetov,Akhmetov,rinat-akhmetov,rinat-akhmetov,6335.649,0,49,"steel, coal",Metals & Mining,M,Ukraine,,1448641501521,6700
221,221,Melker Schorling,Schorling,melker-schorling,melker-schorling,6295.204,-23.009,68,investments,Investments,M,Sweden,,1448641501521,6400
222,222,Vincent Bollore,Bollore,vincent-bollore,vincent-bollore,6268.063,11.692,63,investments,Investments,M,France,,1448641501521,6700
223,223,Curt Engelhorn,Engelhorn,curt-engelhorn,curt-engelhorn,6240,0,89,pharmaceuticals,Healthcare,M,Germany,,1448641501521,6200
224,224,Shashi & Ravi Ruia,Ruia,shashi-ravi-ruia,shashi-ravi-ruia,6219.025,20.359,,diversified,Diversified,M,India,,1448641501521,4500
225,225,Carl Cook,Cook,carl-cook,carl-cook,6189.416,0,53,medical devices,Healthcare,M,United States,,1448641501521,6500
226,226,Kwek Leng Beng,Kwek,kwek-leng-beng,kwek-leng-beng,6187.938,0,74,real estate,Real Estate,M,Singapore,,1448641501521,2600
227,227,Sunil Mittal,Mittal,sunil-mittal,sunil-mittal,6156.932,6.63,58,telecom,Telecom,M,India,,1448641501521,6600
228,228,Johann Rupert,Rupert,johann-rupert,johann-rupert,6133.18,70.428,65,luxury goods,Fashion and Retail,M,South Africa,,1448641501521,7400
229,229,Hansjoerg Wyss,Wyss,hansjoerg-wyss,hansjoerg-wyss,6116.2,0,80,medical devices,Healthcare,M,Switzerland,,1448641501521,6100
230,230,Richard DeVos,DeVos,richard-devos,richard-devos,6079.632,0,89,Amway,Service,M,United States,,1448641501521,5700
231,231,Bruce Halle,Halle,bruce-halle,bruce-halle,6064.531,0,85,tires,Automotive,M,United States,"Chairman, Discount Tire Co.",1448641501521,5900
232,232,Loretta Robinson,Robinson,loretta-robinson,no-pic-female,6018.213,40.631,76,cable tv,Media,F,Canada,,1448641501521,5800
233,233,Roberto Irineu Marinho,Marinho,roberto-irineu-marinho-2,roberto-irineu-marinho-2,6013.018,0,68,media,Media,M,Brazil,,1448641501521,8200
234,234,Terry Gou,Gou,terry-gou,terry-gou,6009.001,43.793,65,electronics,Technology,M,Taiwan,"CEO, Hon Hai Precision",1448641501521,6100
235,235,Joao Roberto Marinho,Marinho,joao-roberto-marinho,joao-roberto-marinho,6006.309,0,62,media,Media,M,Brazil,,1448641501521,8200
236,235,Jose Roberto Marinho,Marinho,jose-roberto-marinho,jose-roberto-marinho,6006.309,0,59,media,Media,M,Brazil,,1448641501521,8200
237,237,Dennis Washington,Washington,dennis-washington,dennis-washington,6001.626,-3.346,81,"construction, mining",Logistics,M,United States,,1448641501521,5900
238,238,Garrett Camp,Camp,garrett-camp,garrett-camp,6000,0,37,Uber Technologies,Technology,M,Canada,"Cofounder and Chairman, Uber Technologies Inc.",1448641501521,5300
239,238,Travis Kalanick,Kalanick,travis-kalanick,travis-kalanick,6000,0,39,Uber Technologies,Technology,M,United States,"Cofounder and CEO, Uber Technologies Inc.",1448641501521,5300
240,240,Shahid Khan,Khan,shahid-khan,shahid-khan,5968.207,0,65,auto parts,Automotive,M,United States,,1448641501521,4500
241,241,Ted Lerner,Lerner,ted-lerner,ted-lerner,5918.575,0,90,real estate,Real Estate,M,United States,,1448641501521,4800
242,242,Robert Rowling,Rowling,robert-rowling,robert-rowling,5910.503,-1.21,62,investments,Energy,M,United States,,1448641501521,5400
243,243,Desh Bandhu Gupta,Gupta,desh-bandhu-gupta,desh-bandhu-gupta,5879.289,-144.345,77,pharmaceuticals,Healthcare,M,India,,1448641501521,5800
244,244,Bruno Schroder,Schroder,bruno-schroder,bruno-schroder,5792.263,33.535,82,banking,Finance,M,United Kingdom,,1448641501521,5900
245,245,Abdulla bin Ahmad Al Ghurair,Al Ghurair,abdulla-bin-ahmad-al-ghurair,no-pic,5773.465,0,,diversified,Diversified,M,United Arab Emirates,,1448641501521,6400
246,246,Augusto & Giorgio Perfetti,Perfetti,augusto-giorgio-perfetti,no-pic,5763.492,0,,candy,Food and Beverage,M,Italy,,1448641501521,6000
247,247,Michael Kadoorie,Kadoorie,michael-kadoorie,michael-kadoorie,5733.031,203.042,74,diversified,Diversified,M,Hong Kong,,1448641501521,6200
248,248,Ray Lee Hunt,Hunt,ray-lee-hunt,ray-lee-hunt,5721.134,3.276,72,"oil, real estate",Energy,M,United States,,1448641501521,5600
249,249,Willi & Isolde Liebherr,Liebherr,willi-isolde-liebherr,willi-isolde-liebherr,5702.926,0,,construction,Construction & Engineering,,Switzerland,,1448641501521,6100
250,250,Majid Al Futtaim,Al Futtaim,majid-al-futtaim,majid-al-futtaim,5653.692,0,,"real estate, retail",Real Estate,M,United Arab Emirates,,1448641501521,6200
251,251,Zhou Jianping,Zhou,zhou-jianping,no-pic,5642.778,-210.958,55,apparel,Fashion and Retail,M,China,,1448641501521,4800
252,252,Heinz Hermann Thiele,Thiele,heinz-hermann-thiele,heinz-hermann-thiele,5623.215,-0.177,74,brakes,Construction & Engineering,M,Germany,,1448641501521,6400
253,253,Liu Yongxing,Liu,liu-yongxing,liu-yongxing,5602.11,0,67,agribusiness,Service,M,China,,1448641501521,6600
254,254,Stef Wertheimer,Wertheimer,stef-wertheimer,stef-wertheimer,5579,0,89,tools,Manufacturing,M,Israel,,1448641501521,5600
255,255,Charles Johnson,Johnson,charles-johnson,charles-johnson,5538.585,-19.332,82,money management,Investments,M,United States,"Chairman, Franklin Resources",1448641501521,6600
256,256,Carlos and Alejandro Bulgheroni,Bulgheroni,carlos-and-alejandro-bulgheroni,carlos-and-alejandro-bulgheroni,5523.865,0,,oil and gas,Energy,M,Argentina,,1448641501521,5300
257,257,Walter Kwok,Kwok,walter-kwok,walter-kwok,5499.817,-111.223,65,real estate,Real Estate,M,Hong Kong,,1448641501521,7000
258,258,Maria Asuncion Aramburuzabala,Aramburuzabala,maria-asuncion-aramburuzabala,maria-asuncion-aramburuzabala,5498.997,0.736,52,"beer, investments",Food and Beverage,F,Mexico,,1448641501521,5600
259,259,Michael & Marian Ilitch,Ilitch,michael-marian-ilitch,michael-marian-ilitch,5482.136,0,86,pizza,Food and Beverage,,United States,,1448641501521,4800
260,260,John Gokongwei Jr,Gokongwei,john-gokongwei-jr,john-gokongwei-jr,5475.719,-119.226,88,diversified,Diversified,M,Philippines,,1448641501521,5800
261,261,Sumner Redstone,Redstone,sumner-redstone,sumner-redstone,5470.294,-61.385,92,Media,Media,M,United States,"Chairman, Viacom",1448641501521,6300
262,262,Wang Chuanfu,Wang,wang-chuanfu,wang-chuanfu,5456.038,-430.841,49,"batteries, autos",Automotive,M,China,,1448641501521,3900
263,263,Jorn Rausing,Rausing,jorn-rausing,no-pic,5445.484,5.932,55,packaging,Food and Beverage,M,Sweden,,1448641501521,5500
264,264,Andrei Skoch,Skoch,andrei-skoch,andrei-skoch,5425.058,-20.197,49,steel,Metals & Mining,M,Russia,,1448641501521,5700
265,265,Joseph Tsai,Tsai,joseph-tsai,joseph-tsai,5410.103,-84.975,51,e-commerce,Technology,M,Canada,,1448641501521,5900
266,266,Micky Jagtiani,Jagtiani,micky-jagtiani,micky-jagtiani,5376.882,2.352,64,retail,Retail,M,India,,1448641501521,5200
267,267,George Lucas,Lucas,george-lucas,george-lucas,5346.552,-174.257,71,Star Wars,Media,M,United States,,1448641501521,5000
268,268,David Green,Green,david-green,david-green,5346.3,0,74,retail,Fashion and Retail,M,United States,"CEO, Hobby Lobby",1448641501521,6000
269,269,John A. Sobrato,Sobrato,john-a-sobrato,john-a-sobrato,5345.81,0,76,real estate,Real Estate,M,United States,"Founder and Chairman, Sobrato Development Cos.",1448641501521,4700
270,270,Arthur Irving,Irving,arthur-irving,arthur-irving,5319.449,0,85,oil,Oil,M,Canada,,1448641501521,5500
271,271,Antonia Johnson,Johnson,antonia-johnson,antonia-johnson,5317.817,0.144,72,diversified,Diversified,F,Sweden,,1448641501521,5300
272,272,Sun Guangxin,Sun,sun-guangxin,sun-guangxin,5286.563,790.2,52,diversified,Diversified,M,China,,1448641501521,4000
273,273,Lin Yu-lin,Lin,lin-yu-lin,lin-yu-lin,5286.293,-4.562,79,real estate,Real Estate,M,Taiwan,,1448641501521,5700
274,274,Trevor Rees-Jones,Rees-Jones,trevor-rees-jones,trevor-rees-jones,5263.114,-1.836,64,oil & gas,Energy,M,United States,,1448641501521,4300
275,275,Joe Lewis,Lewis,joe-lewis,joe-lewis,5244.849,-1.823,78,investments,Investments,M,United Kingdom,,1448641501521,5400
276,276,Bidzina Ivanishvili,Ivanishvili,bidzina-ivanishvili,bidzina-ivanishvili,5184,0,59,investments,Investments,M,Georgia,,1448641501521,5200
277,277,Bruce Kovner,Kovner,bruce-kovner,bruce-kovner,5160,0,70,hedge funds,Investments,M,United States,"Founder, Caxton Associates LP",1448641501521,5000
278,278,Arnon Milchan,Milchan,arnon-milchan,arnon-milchan,5152.266,0,70,movie making,Media,M,Israel,,1448641501521,5100
279,279,Tamara Gustavson,Gustavson,tamara-gustavson,no-pic-female,5092.35,53.218,53,self storage,Service,F,United States,,1448641501521,4300
280,280,Finn Rausing,Rausing,finn-rausing,no-pic,5089.389,0,60,packaging,Food and Beverage,M,Sweden,,1448641501521,5100
281,280,Kirsten Rausing,Rausing,kirsten-rausing,kirsten-rausing,5089.389,0,63,packaging,Food and Beverage,F,Sweden,,1448641501521,5100
282,282,Ricardo Salinas Pliego,Salinas Pliego,ricardo-salinas-pliego,ricardo-salinas-pliego,5082.607,9.63,60,"retail, media",Fashion and Retail,M,Mexico,,1448641501521,8000
283,283,David & Frederick Barclay,Barclay,david-frederick-barclay,david-frederick-barclay,5077.812,0,81,"media, retail",Media,M,United Kingdom,,1448641501521,5200
284,284,Sam Zell,Zell,sam-zell,sam-zell,5072.249,20.87,74,"real estate, private equity",Real Estate,M,United States,,1448641501521,4900
285,285,Gong Hongjia,Gong,gong-hongjia,gong-hongjia,5070.412,-348.328,50,investments,Investments,M,Hong Kong,,1448641501521,4700
286,286,Pauline MacMillan Keinath,Keinath,pauline-macmillan-keinath,no-pic-female,5065.695,0,81,Cargill,Food and Beverage,F,United States,,1448641501521,5800
287,287,Tom & Judy Love,Love,tom-judy-love,tom-judy-love,5061.428,0,78,retail & gas stations,Retail,,United States,"Chairman and CEO, Love's Travel Stops and Country Stores",1448641501521,4000
288,288,Andreas von Bechtolsheim,von Bechtolsheim,andreas-von-bechtolsheim,andreas-von-bechtolsheim,5048.079,4.001,60,Google,Technology,M,Germany,"Cofounder, Chief Development Officer and Chairman, Arista Networks",1448641501521,3900
289,289,Anders Holch Povlsen,Povlsen,anders-holch-povlsen,anders-holch-povlsen,5046.015,29.907,43,retail,Retail,M,Denmark,,1448641501521,5500
290,290,Jerry Jones,Jones,jerry-jones,jerry-jones,5038.5,0,73,Dallas Cowboys,Sports,M,United States,"President and General Manager, Dallas Cowboys",1448641501521,4200
291,291,Bertil Hult,Hult,bertil-hult,bertil-hult,5000,0,74,education,Service,M,Sweden,,1448641501521,5000
292,291,Daniel Ziff,Ziff,daniel-ziff,daniel-ziff,5000,0,44,investments,Investments,M,United States,,1448641501521,4900
293,291,Dirk Ziff,Ziff,dirk-ziff,dirk-ziff,5000,0,51,investments,Investments,M,United States,,1448641501521,4900
294,291,Laurence Graff,Graff,laurence-graff,laurence-graff,5000,0,77,diamond jewelry,Fashion and Retail,M,United Kingdom,,1448641501521,5000
295,291,Robert Ziff,Ziff,robert-ziff,robert-ziff,5000,0,49,investments,Investments,M,United States,,1448641501521,4900
296,296,Shari Arison,Arison,shari-arison,shari-arison,4993.35,-22.878,58,Carnival Cruises,Service,F,Israel,,1448641501521,4400
297,297,Subhash Chandra,Chandra,subhash-chandra,subhash-chandra,4987.471,76.472,64,media,Media,M,India,,1448641501521,4200
298,298,Michael Ashley,Ashley,michael-ashley,michael-ashley,4983.752,62.735,51,sports retailing,Fashion and Retail,M,United Kingdom,,1448641501521,4900
299,299,Leonard Stern,Stern,leonard-stern,leonard-stern,4982.475,0,77,real estate,Real Estate,M,United States,"Chairman and CEO, Hartz Mountain Industries, Inc.",1448641501521,5300
300,300,Yang Huiyan,Yang,yang-huiyan,yang-huiyan,4977.453,-109.342,34,real estate,Real Estate,F,China,,1448641501521,5000
301,301,Philip & Cristina Green,Green,philip-cristina-green,philip-cristina-green,4969.316,0,63,retail,Fashion and Retail,,United Kingdom,,1448641501521,5100
302,302,Pyotr Aven,Aven,pyotr-aven,pyotr-aven,4969.189,-9.707,60,"banking, telecom",Energy,M,Russia,,1448641501521,5100
303,303,Rupert Johnson Jr,Johnson,rupert-johnson-jr,no-pic,4955.267,-20.119,74,money management,Investments,M,United States,"Vice Chairman and Director, Franklin Resources",1448641501521,6200
304,304,Scott Duncan,Duncan,scott-duncan,no-pic,4949.772,-45.747,33,pipelines,Energy,M,United States,,1448641501521,6200
305,305,Lu Zhiqiang,Lu,lu-zhiqiang,lu-zhiqiang,4946.116,-293.199,63,conglomerate,Diversified,M,China,,1448641501521,5900
306,306,Andres Santo Domingo,Santo Domingo,andres-santo-domingo,andres-santo-domingo,4931.388,-6.107,37,beer,Food and Beverage,M,United States,,1448641501521,4400
307,307,Alejandro Santo Domingo,Santo Domingo,alejandro-santo-domingo,alejandro-santo-domingo,4931.276,-6.108,38,beer,Food and Beverage,M,United States,,1448641501521,4400
308,308,Zhang Jindong,Zhang,zhang-jindong,zhang-jindong,4913.838,-600.692,52,appliance retailer,Fashion and Retail,M,China,,1448641501521,4200
309,309,God Nisanov,Nisanov,god-nisanov,god-nisanov,4911.619,0,43,real estate,Real Estate,M,Russia,,1448641501521,4300
